season,week,k,n_contestants,jac_fan_vs_percentage,jac_fan_vs_ranking
34,8,1,8,1.0,1.0
34,8,2,8,0.3333333333333333,1.0
34,8,3,8,0.5,0.5
34,8,4,8,0.6,1.0
34,8,5,8,0.6666666666666666,0.6666666666666666
34,9,1,7,0.0,0.0
34,9,2,7,0.3333333333333333,0.0
34,9,3,7,0.5,0.5
34,9,4,7,0.6,1.0
34,9,5,7,1.0,1.0
34,10,1,6,1.0,1.0
34,10,2,6,0.3333333333333333,0.3333333333333333
34,10,3,6,0.5,0.5
34,10,4,6,0.6,0.6
34,10,5,6,1.0,1.0
34,11,1,5,0.0,0.0
34,11,2,5,0.0,0.0
34,11,3,5,0.2,0.5
34,11,4,5,0.6,0.6
34,11,5,5,1.0,1.0
