season,week,celebrity_name,judge_share,audience_share,combined_share,final_rank_alt_pct,pred_eliminated_alt_pct,judge_total_score
2,1,Jerry Rice,0.10769230769225248,0.06711503549144003,0.1748073431836925,7.0,0,21.0
2,1,Drew Lachey,0.12307692307685997,0.0,0.12307692307685997,8.0,0,24.0
2,1,George Hamilton,0.09230769230764498,0.022828738569215787,0.11513643087686076,9.0,0,18.0
2,1,Master P,0.061538461538429984,0.012260526574573627,0.07379898811300362,10.0,1,12.0
2,2,Tatum O'Neal,0.0849999999999575,0.22519092605041538,0.3101909260503729,1.0,0,17.0
2,2,Tia Carrere,0.109999999999945,0.18188835599967662,0.2918883559996216,2.0,0,22.0
2,2,Jerry Rice,0.11499999999994251,0.16329660122250642,0.2782966012224489,3.0,0,23.0
2,2,Giselle Fernandez,0.11999999999994,0.1492808380199132,0.2692808380198532,4.0,0,24.0
2,2,George Hamilton,0.109999999999945,0.12126980523831486,0.23126980523825985,5.0,0,22.0
2,2,Drew Lachey,0.1349999999999325,0.08632174457868554,0.22132174457861803,6.0,0,27.0
2,2,Stacy Keibler,0.14499999999992752,0.016244225296483797,0.1612442252964113,7.0,0,29.0
2,2,Lisa Rinna,0.09999999999995,0.05650750359400415,0.15650750359395416,8.0,0,20.0
2,2,Master P,0.07999999999996,0.0,0.07999999999996,9.0,1,16.0
2,3,Giselle Fernandez,0.12087912087905447,0.2259637236042026,0.3468428444832571,1.0,0,22.0
2,3,Tia Carrere,0.14285714285706438,0.16278622499969672,0.3056433678567611,2.0,0,26.0
2,3,Drew Lachey,0.14835164835156686,0.1234479722058008,0.27179962055736767,3.0,0,27.0
2,3,Stacy Keibler,0.14835164835156686,0.1234479722058008,0.27179962055736767,3.0,0,27.0
2,3,George Hamilton,0.12087912087905447,0.1377518178715159,0.2586309387505704,5.0,0,22.0
